wJr6kSA5dchdgOdwH6dZ2w,3.5
mVHrayjG3uZ_RLHkLj-AMg,4.5
b9WZJp5L1RZr4F1nxclOoQ,4.5
WETE_LykpcnrC1sFcQ5EGg,3.5
rv7CY8G_XibTx82YhuqQRw,3.5
SQ0j7bgSTazkVQlF5AnqyQ,2.5
P1fJb2WQ1mXoiudj8UE44w,3.5
sRqB6flj3GtTZIZJQxf_oA,2.5
MKyk4F4HSzHF8v-4cYe3Ww,3.5
1qCuOcks5HRv67OHovAVpg,3.5
sbW8qHJgzEIH42B0S-3New,3
McikHxxEqZ2X0joaRNKlaw,3.5
EoAY1JSVeJriBzId8lUQwQ,2.5
TfvWSIAMFZ9zI3y2-K6wOA,2.5
tU-YtoW339PXJmUGSix_AQ,2.5
6p9TlP2I8S4agxYMNFSDjg,3
JDDeaNfb0JXD1NbznSIC9g,3
FiXamVMgMf9U0VqFHDZSEA,3
uLnDFdn011hEroQQMLmxNQ,3
eznh0XjVtv924K-KYx_ilQ,3
53Yk2EODWnV9qHQECzeHVQ,3.5
iBZRphMDFcS2aMbawc1OvA,5
r8BwdblCW-ZUES37BL0khw,4.5
OZfpG8tDCcIEq8pzgZdyKw,3
_jsJFrAmFVPRio0eEVExbA,2.5
Lml0-yTNsMYsP9IrSMxw9A,2.5
QVZBd_eu0oJ4IN0md2XPTQ,5
udZJ8YgsHdqtFDQkyPTV1Q,3
ucKQlQvOeJxETLNkpKcaSw,3.5
ZL6DNzyenFm9Kpz6uADlNg,2.5
Y2p07YEC8xOsYTHWf0UxiA,3
g58NW9q4F09wTMiI7EIjmg,3.5
Pu5uzlZ05pqVlx6LcZbfgw,3
83_p9vIqOq1TUIf3_GD7bA,4.5
Ts4xsKPU7FNPPZRj-nRjIg,3
UtWJ8NGMg-3z28s0RzlUoQ,3
B9C6j80ob0f1pwi1Cnnd1Q,3
tvXTHj9V5sgRoeVJW_FiTg,3
-iVcmhjfq79QoTWzrb6pKg,4.5
W7-Ybhe6JWJFXjcbmgvdyA,3
qUeBDN0D8SC93KeAHhiL-g,4.5
YXuvFMtygHPFEOEXgRtgLQ,2.5
LltDzuzRbAJbSrqD4JH-3A,3
VkqKyq09rDYMhFk5nElWWA,3
PTkChuI3GPCw-ZL1Iph76A,3.5
oj8bMz76cKXQClpFTFNW9w,5
k1A8pNspBPinGDivxkuDSA,3.5
-nO_qj9eP-os3baYyh8eNA,3.5
Z7HNl4Gz00cA0_wt0S-vSw,4.5
6AnorAMPkTdSDbUkOoV1Rw,3.5
rEKBr81s19Soh3dYj4bcGQ,3.5
vMCCvnDU-Iz_D_pmbcMqzA,2.5
hUV4bjXE8Ijd-pDNr8S6mA,4.5
Z101WZaISochG6g7tI2ZVw,3
Eixtf79t1_ZKaC-7J2kAWg,3.5
I9-Ei8_KYtMjbixNJSCvwA,3.5
URGZtJhOCrbJ8-RkLvslOg,3
yfuoL_w76WFVHcGJbw0IIg,3
YUZVBdGmagwXV-yOhR-1GQ,2.5
OIL-eZX8d10jgWPLW-E7zA,3
PSlOtPIo28BvWOzdLmRRRQ,3
wan0X-oHpLgGTPXqaICZCw,3.5
QnyzlVMyx0Exri-Lay10cA,3.5
81sqVj0xHyJXGYT0ip5fmQ,2.5
m61vZsAxmTEq3uiCjFjM8Q,3.5
93UCt9OgWYmypZCpXtUu8g,3.5
ORTRrw3ClZ0Ld0LgY1H_5g,3.5
2Igiyhi82R8_QaaPplRmCw,4.5
Cex2R008tMFg8R5fAtf77w,3.5
n7G2XFGvmS3duDJ4AzjKiQ,2.5
8tBfgYCI6Fz9xrSYCYCYXA,3
Tb7hQ37UFA2QFaMwjFieQw,2.5
qemCNgjeYGcFsRwxW9x4xw,3.5
iudRNo5Q8W7firUBYJEqQQ,2.5
2X5G4Ujq0s4Wfn4TC7gX0g,4.5
XQ7elqSFIRogvqpiTZz-Wg,3
JL5B_s1EoN4zIru4JSw4Qg,3.5
IafkUjO5CiXAu9LfB4_Sgg,5
OS1fGOcx_Erie5gujWIFNQ,3.5
DzOPHyrG2XuVqKEvHCnN7w,4.5
K8Ebs8G1rwc3DBdznHvDxg,3
